PK_CLIENTES;customer_key;customer;customer_type;phone;line_of_business
9bbf0317add1f1e564e6ce6e6c115ff6cef6ca12ff1c4e332baa9dbb79c6fbac;10026078;Venred Shop;G2;816-455-8733;Não informado
75cc526b3b27c490ee25b5a15c082547c97c32870e597852eaed9f59945e7071;10023778;Satronix Shop;G2;816-455-8733;Não informado
cff9e9dbce49e07a6670303c3a063701b7e6ace9378c712fd54aebdf9a358248;10025249;Texasgulf Market;G2;816-455-8733;Não informado
223e790b8ba53ab845f8f8a471ed9b7e243eb6220517215b747bb58591554639;10024942;Tag Supermarket;G2;816-455-8733;Não informado
a421b06246124da88f73cd66cf743322bfa305a03344cf684ad116c36cf6583e;10025288;Transylvania Supermarket;G1;816-455-8733;M1
ced5cbdbc66611045910b6446260bbd8226492c2d1f12424047717ea270ad59b;10008596;Capitolnet Supermarket;G2;816-455-8733;Não informado
4281eb4eadd221c7a0a150eaa3ddf28909a2338376a877680254852fe9e6e8c2;10005922;Big Supermarket;G2;816-455-8733;Não informado
c176308510e48a7ef604a60f6be3d098858e1740977aa03702605854bda995ea;10011734;Felidae Enterprises;G2;816-455-8733;Não informado
8c3cef2525393002aa253752ccf90710fb00841bb72694a4239adc927048d86d;10000469;A-2-Z Supermarket;G3;816-455-8733;Não informado
1ec6fd7e68dacd4f9b6f897b3ced2700c3f6a1a15aabe9cd4c29fde405536459;10023513;Sagent Shop;G2;816-455-8733;Não informado
79951747f7a17a08f43661a39019538454ce2e4fa89c102a327805dc13364831;10019913;Livezone Supermarket;G3;816-455-8733;Não informado
7556018a65942d84ff04212788b74da91b8c8032d30ef3dc8a6dd3885ff1efdc;10009623;Chas Market;G2;816-455-8733;Não informado
a0fac2a76e34824ea52ff22098f11d8dc114a091bb5f78b69b7842677aaaaf7b;10021145;Pacel Shop;G2;816-455-8733;Não informado
2a7158fefa7d1fd222a183ffa723f875eaf64fc9582b17f45e0b4468d2674eb8;10014803;HCHS Shop;G2;816-455-8733;Não informado
4b29c629f2a63a94b2e0b1ad116010c403430e713a2b46347077ebba1887d5a0;10007120;Brinco Store;G2;816-455-8733;Não informado
4b82aa0ec56a700cd9d0c479aa16b21c9e7dea3f20b15d394b09c848ca322d34;10002220;ACRON Shop;G3;816-455-8733;Não informado
749b6a6361cb8bd83cfe03ef5765c9994117e1de81625076f7e3161a9f28b9d9;10010698;Earth Shop;G2;816-455-8733;Não informado
cebb4eb93970e8ad545afd5aed8180d28d881f3be80c1b09c6ce7f0b770a1130;10023760;SataMine Shop;G2;816-455-8733;Não informado
17cfacd9463f820811df723cd5f9741c1f21b0067a72c59cbf88fa9454001e43;10013670;Gehlken Supermarket;G2;816-455-8733;Não informado
434567803aefe261db121aed763632b7833c75a55ef326f5823d40803d7651d0;10013052;GammaGraphX Store;G2;816-455-8733;Não informado
556052ff6a0e08523f910a815f26f6b6475bbfaa797005d6cb2a9e50fd2d7701;10024704;Sterling Store;G2;816-455-8733;Não informado
d7f3d0910d69d2096e595fa2bbc8d971b498c04e28be1507bfc8b14f3f4f4f9a;10009606;Champs Gigaplace;G1;816-455-8733;M1
e6bbdf1d9acbfb27e005c80699c8ecfe9ac4c8fe531e3f8b518bd7310906e294;10025919;Vanstars;G2;816-455-8733;M1
c90478e7a0bb87d82b06c9208a40fd84ce308baf7a4f5c7002c194fe7cafffbd;10002144;ACCUCOMP Shop;G3;816-455-8733;Não informado
7e84de735c708da801da0d775300b1a7ee217879dcbdd8b768471a7cb9808238;10020491;Nbase Shop;G1;816-455-8733;M1
bc1df62f57e04ae343bfd6d082847c8bf12ec4e43599d0d84ed44ab4697fd3c7;10014059;GURUs Shop;G2;816-455-8733;Não informado
c6ef51b1634e7210a4681c2d2e7ca1baea807ae9d2c8edcf7b858803252b7bf5;10022750;Ready-to-Run Shop;G2;816-455-8733;M1
807d96c0b091895dee3443b488e5193ab0755cf9fad7bd83e5dd44d4dccd3495;10023023;Crew Superstore;G2;816-455-8733;Não informado
eb07b9f3e62c4879dedc85599c65e85179a0aafa2eb459d814c149b5ec4a70ce;10023212;Reuters Supermarket;G2;816-455-8733;Não informado
032e51c4a40e76dbf0da47bfabc1fbdab5307f83eeedb5796e10249ef6ae7ba9;10023235;ReviewBooth Shop;G2;816-455-8733;Não informado
6d2fab6f4c2486ceda5a055ee50ca9528bac44e894ad4c74961e6901ab537da2;10002159;ACI Shop;G1;816-455-8733;M1
8777580a9b1526c7168193edb95fd3bd2269ffab4f4f009a429d23e03f3e54d0;10025771;VA Supermarket;G2;816-455-8733;Não informado
d98372bff921c84fc630308996304b971b696c0cd5000fb792d6145e51d52964;10007183;C.O.F. Shop;G2;816-455-8733;Não informado
c9f6a083240a0f4773a8c524e2c11db0466d94dfb314b766b2a92c7034cdc986;10010914;Editor Shop;G2;816-455-8733;M1
3db3547870d61298f4d08150742b186cd83df1ba6fb6535c66c0b8a2db134fe9;10023495;Safe Shop;G1;816-455-8733;M1
da1f1db3437c2df325ba02f1737e24a8c1b2d689e88e2f2a951c21b24d358879;10014043;Guarantee Supermarket;G1;816-455-8733;M1
9bdfb6a4ce6dbf75e63678a59e29e4d56ff69b30a90928f25c3f759a41e32818;10027575;Zitel Shop;G2;816-455-8733;Não informado
bb40667460802c15cf821b748bb140e6fe6facf479864ab2138f0f4ef6f0a405;10010832;?change Store;G2;816-455-8733;Não informado
7283b006474fde216a2f0421c8a9b1a359530493dd427ec19331eb99c599a6a5;10024725;Stone Market;G2;816-455-8733;Não informado
4e88e174234a933d98bcf7ea6e94b13a8ab8b28a026cfaa1fd667090017a26e5;10021231;Packard Supermarket;G2;816-455-8733;Não informado
c63930a58bf4ee21b07fd24ad5717f54f1afb14a40f7216286130c27de4e40d5;10013765;Gemini Supermarket;G2;816-455-8733;Não informado
4a453dcb1d53b13ed437b0d13443f271b548ec252216549a1002f57784605be8;10009650;Dayton Store;G1;816-455-8733;M1
8040411cc9d7e6002ca2a5c9c2a92ccabf60677daa6a0f35f14bff8db4b3b608;10022252;Quantum Supermarket;G2;816-455-8733;Não informado
428d3440de456ccb1ef389c8bb5e23186e0361c31240f8449de6e07396e9d320;10016045;High Supermarket;G2;816-455-8733;Não informado
7ef5aa28401e3d0fbcf17ea1453eb757a3fa9a469d892738c68de031e24ed740;10020446;NACSCORP Shop;G2;816-455-8733;Não informado
700ce3d3ca29a0bdef44a0da4dbfb7b8f7f4dfd937e3fdf1f153367d4adf6f09;10004207;Bell Store;G1;816-455-8733;M1
df50f3384d3d42694a2efb1fae079f405ee2111b5121f7abd63fad12b12867e4;10022450;R2J2 Shop;G2;816-455-8733;M1
bd1d08e1b19f11c89f2eeec52ad64258c3088372ddd42ca5140e05e4be8ea78a;10024246;Siemens Supermarket;G2;816-455-8733;Não informado
d56d7a29bbb47d79f8496fd543b4af69dbaebb53bf9f3a6c833c879e513efc59;10012234;Filmotype Shop;G2;816-455-8733;Não informado
520d2a1b4e5720ff2fb407f71d91a699ec01b734ea8a3cea5fd4fa9b3836a8ff;10007122;C Store;G2;816-455-8733;Não informado
f904e4ff216c8bdb15124a0572580a50d6540e396fb5f61ad5058460e73e558d;10009356;Central Supermarket;G2;816-455-8733;Não informado
c6a7545b99897c7ec6008dab8c038d86647b655eeb62ec078c4fd2059b46a240;10004245;Bens Megaplace;G2;816-455-8733;Não informado
5dd3b3f3ac7e93de2e705670255e226fd655a068f5075f4ad0711d5afbdf15d5;10016047;High Store;G2;816-455-8733;Não informado
d2b913c66ccc30c0452b4caaf84bc466f1044cc87302f41eaddb639041d06ff7;10023783;Saturnus Supermarket;G2;816-455-8733;Não informado
1fdf77bbbfd146fbc59e5169d636387d355da64cb722a8b2a67ccc18f4b1dd3a;10006919;Hoovey SuperStore;G1;816-455-8733;M1
b314b49dda4c459d285f4c24eed92905749be367b3ba80d70c3715d92a3a6d69;10013011;Gamacles Shop;G1;816-455-8733;M1
42752f3e5691f1770bca569544e9fb89ef741ce68dd6997a11efc0ab355dacc6;10012226;Fills;G2;816-455-8733;Não informado
5b225c92e90c474077a3b8b83de79d335ca87c4122f762fd56396e4568dcef2d;10000456;A&B Shop;G3;816-455-8733;Não informado
f55c60429d8fd78cc0b688517be6555e001f69d030cfe9ad2814017f9e12ebfe;10020388;Metro-Goldwyn-Mayer, Supermarket;G2;816-455-8733;Não informado
9cec9cf5b6a3eb074212cf14009bade6e3b48e29348e029371a4bdd57038b3ab;10022183;Quantex Supermarket;G2;816-455-8733;Não informado
9f875f104d8627f39f15d5f770cfd25923374c430873b97e0edd58e5887c6fda;10025269;Toledo Market;G2;816-455-8733;M1
0dcafc31cc78eef46d5a1cca6293d47e40d32d5aac9500bc754e96551a6ee3af;10026336;WBM Store;G2;816-455-8733;Não informado
54800ac1e0793aab700fda0e9308a013b4584f16ba23f7187657973dfa987765;10019942;LMAO superplace;G2;816-455-8733;Não informado
659e25af68c57aa40a9e8ba9469bf2f2bc0c23d74b07fa02018bcee8a4c23a16;10013509;Geac Shop;G2;816-455-8733;Não informado
35cb001d0d22986289e7f21c7b3351cbcf40875a6e81a49048fa1e963bfde1fe;10020413;Molson Store;G2;816-455-8733;Não informado
0554ab52073e5920e30399776a03b2c6bdafa46b2129bcc33e1ca107acc18c93;10021160;Pacific Gigaplace;G1;816-455-8733;M1
eda53d86541f72c96eaf2e6c27db2f7bd24d412e6f71529d9b7f2e357077a29a;10021204;Pacific Store;G3;816-455-8733;Não informado
f77f4ec73ed4749d9c91cef4641b9b326667083773056485d9f6c5f6c293bf1f;10011198;e-MDs Shop;G2;816-455-8733;Não informado
fbc74e383a0ab851ba2f48c020bc5346bb98c11f6cdddbec23296f3628789968;10002140;Accton Shop;G2;816-455-8733;Não informado
e09a54a9922a3002f83433757824aa2e747dd22c99b88046001c0402eaa828cb;10003720;Age Shop;G2;816-455-8733;Não informado
738a2ef9ed3d98ad2acfd9c467f2f326ddbee87265f10c1898f1d4aeca77c87b;10009647;Dayton Supermarket;G2;816-455-8733;Não informado
8b1277dcf4d97e961b50d2f3f97f3d8a253ce0b3067d7721c04640fecea19958;10017585;Ilog Shop;G2;816-455-8733;Não informado
b053fe8de843dfc5125e1e7a90219dcf5ff2d6a3cc5723310e7a32951d031089;10025299;U.S. Market;G3;816-455-8733;M1
a64beb1bdd4b6232c010798cc6739c674ddcfdbe0e36db6772e487df088aa696;10017314;Idyllwild Shop;G2;816-455-8733;Não informado
76f27b935f8f29aac07b97d44df31618c119473c158903ad84243090c2aa44c6;10018877;KAT Store;G1;816-455-8733;M1
d63f8eba849270757540f486328ba6aadfae982e61378634af076baec73006a3;CustomerKey;Customer;Customer Type;Phone;Line of Business
c5bdc784ba6a9f7b0ed11b663358f4b2cfe4638021ff9e6803422d5f8f8fcdfe;10000499;ABSolute Shop;G2;816-455-8733;Não informado
5072aad28fd4284be9d32f080312d770593da4c48c889720ca0d8dadbf2f707d;10026355;We Market;G2;816-455-8733;Não informado
f739b40f3ccdc68f0b741e8e5434009035c6f67b765f77cf3b213bd576b50632;10025237;Team Supermarket;G3;816-455-8733;Não informado
bfe195eda27841ff5743e3c0e3b6c869e1bb1b72aa57458341c9ac651814680c;10011345;Emergent Shop;G2;816-455-8733;Não informado
727285261d8e3bc063951b9a53ac885d6ed822ee65044159f197b64accce0e3c;10020663;Neos Gigaplace;G2;816-455-8733;Não informado
6a1fcc965bd6767a2396dd2371387860def474e46b0732c8adfa0b492243cc71;10003795;Bechtel Supermarket;G2;816-455-8733;Não informado
6ed67a6ff6ec270aeee57dedb22d5107bad7ce4353cd7c70c601a42699a70489;10025737;Userland Maxistore;G2;816-455-8733;Não informado
d62a481cb4667391db8d4feabf431eae80459366fa71c800b5d535341c5f5ad9;10006093;BigJobs Shop;G2;816-455-8733;Não informado
ee658b5237192302165becc2c23c543992a59a3958875b89b3f7b44c6802f5e6;10014810;Healtheon Shop;G2;816-455-8733;Não informado
590b06bae51e318ad9c1f74ba1c9dc9471d61c1b3365f49cf0599baeeac1b6a3;10020448;Nanao Shop;G3;816-455-8733;Não informado
26caa1a9755d90bfa7f7e658c1016c47ac6fc6565852a4cabf50d0b1a6cc2238;10021240;PAGE Shop;G2;816-455-8733;Não informado
e345f502d8c76306fd27836a057dc1d04c084fb3976dc69ca9b77c44d0afc27c;10014471;Harts Superstore;G3;816-455-8733;Não informado
edd740afd422ce09f5d10ffabbe131dcbddeaf8663d5e2bc5957082520cd7eeb;10025040;Tangent Shop;G2;816-455-8733;Não informado
cdf0bf3822350b796120952b2fd4fb8144593e5c5087bb6c834756442c97398c;10007448;Cajun Shop;G2;816-455-8733;Não informado
974f34af070c387e6b23f8e9db5bdd22dc57fa5181472166355ae5dd02769487;10020080;Lucky Shop;G2;816-455-8733;Não informado
d053b2abd0e5c5cad33b010ce375ce7a424ed316edf87664216432a3fb46f57b;10019105;Kensington Market;G2;816-455-8733;Não informado
8a8f6c7201be063e2bd5377b46c3365f62a6129ebda19fcb337f3bdfc2a9ce86;10025252;Times Store;G2;816-455-8733;Não informado
b25d0f9c62709d6935f52d51d26bc8cc71f629be7be2c39e77e4bec51a2dc79f;10006836;Biz-comm Shop;G1;816-455-8733;M1
edf4b3d9d88715ea8e7943861a11000b26f15c5b9bdcbbd293df3b6d4edf6083;10009672;DEAC Shop;G2;816-455-8733;Não informado
7d711d1465cff528c4aca0107d9b7b8b91f17bef1800e5b357dd3c3bfebe97f8;10021736;Patton Store;G1;816-455-8733;M1
edbc0116f76329e146eee113d9046e2bf65eef5f37ecfc97717a768fba29a169;10022240;Quantum Supermarket;G3;816-455-8733;Não informado
43e2084a5bf49a8573788d922e73da1b2fab8b99dd06dcc9a2c95ad838958377;10012305;FIND/SVP Shop;G2;816-455-8733;Não informado
36bc41372f5ab480ce1a7a7d1d1be2bfcf77ccd7458239ad5fdc6a83b78d0e8a;10019952;Lobster Market;G2;816-455-8733;Não informado
6bf3ae52c04b3f2b1290b4c05918de96e994a8f8dfe77425ac9b3fb4a5591649;10021242;Page Store;G3;816-455-8733;Não informado
e18761d3515640e5d7c0d77162b9a29d7a805610ef010857b1de76561c387c9e;10010887;Edia Shop;G3;816-455-8733;Não informado
3c0ad4659a03394ce7a49ffce3174e100da7a526a1d7276652762eda6ed347b1;10022978;Relcom Shop;G2;816-455-8733;Não informado
41715138e3e1f749397447717f1fea38ea1f63f61b2d9c55e93a039b10e99ee4;10021270;Page Market;G2;816-455-8733;Não informado
e6d3a287f9be6ee0eb327ec3b322d7c71252af8ddaaf10c6b4fe9ef07218878e;10018146;J.M. Supermarket;G3;816-455-8733;Não informado
698004e9eafe91ba152ce05e29c05606f77ff005f211ae9a81ddf1eb515c6c98;10017852;J.A. Supermarket;G1;816-455-8733;M1
5cbb9c6a9a04bea44ea7b8e7b0281a20123258cec0da4d1e6ba1ecfed48703f3;10009656;DCS Market;G2;816-455-8733;Não informado
af99df990fa577a7a8170c00fadd6329c8c86e78f98135b2a96e4c725abe08c8;10019410;Keystone Store;G3;816-455-8733;Não informado
d34baab7e85c30b4cdb94bc9dd6a73be637e0005c529ef1069b92ac689e0487f;10025033;Tally Store;G2;816-455-8733;Não informado
c26e66f5bd2ca78df38c87bb929cbd6553f3c27221aeae6e8de33257b2412991;10010886;EDGE Supermarket;G2;816-455-8733;Não informado
e565be0898d74bd009224d34037ac55d0d3e999035cb6338e0684b623f5c7d34;10025508;Unimedya Shop;G3;816-455-8733;Não informado
a052b86c8e82c2c2332d825de47208caf153985c211b496e82f2a6b26deb3805;10000455;Caribian Supermarket;G2;816-455-8733;Não informado
27493ff5fa04f0be5621588a086fd58598532182891af1ad697df81f16bedfde;10019109;KentISP Shop;G2;816-455-8733;Não informado
3d01b15907858c0917204c8be42362b8731ca2577dec87f4af8a0f602427f6c2;10025296;Trust Supermarket;G2;816-455-8733;Não informado
37aa1bbd383f93ea653cbd6edd30e54be1b0b51280163ef0efa44b02569dd499;10005810;Big Shop;G1;816-455-8733;M1
20131cc7234875a14607adfba8ac72d991a9f7e93c5393a33714c8135ccd7fa2;10011724;Federal Supermarket;G3;816-455-8733;Não informado
5e64c42e6185c9678f42a4fbc0c0e159c4ff08d6ec32756a1fc6a5b64a63c1b2;10025418;Ultra-Image Shop;G2;816-455-8733;Não informado
dd37176c2dd491e4ba20238d4ac6c2eca850bf700aadf906613667f5f1228550;10011546;Farrell Supermarket;G2;816-455-8733;Não informado
6581b087a97e552a3a41ac6c33a3af57c1851d191e8aabf202c1a1e3353ef166;10000501;Absolute Supermarket;G3;816-455-8733;Não informado
f2ae7309188482f8d34940fa70fbecf606bcf61b1b5b1973cb91b4aaa02ee836;10004302;Berkeley Supermarket;G2;816-455-8733;M1
49d8c38c996732e9e5d4069f77d39fdc8737b8171e1cb50a62c14187348fdaa3;10027119;Yurie Market;G2;816-455-8733;Não informado
4e0108ef7572ebda79593b2b4e4bdc80b19a4020aceb3837c9d5edffc4f75574;10025305;Ubicco Shop;G2;816-455-8733;Não informado
efe2135bb59cb60a93d4aac8ecdf56eb9b87c29f7652363943438582f37b672d;10013061;Gammel Group;G3;816-455-8733;Não informado
668eafceed6257a87b986b7df38aecbea4ff0c0aee9bebf498c8c569ceee009a;10021977;Pinnacle Store;G2;816-455-8733;M1
0b4b6d4bc8729ab486c3e423cfd3d6eac3258fc3707c14eccc5800fbeab2a600;10013871;Grove Supermarket;G2;816-455-8733;Não informado
4344a401ddb03bf913288a5c9898207e9088945beb64fc80c1dc4fa26d4079ed;10004602;Best Supermarket;G2;816-455-8733;Não informado
baace73585398690b24efa2409f74df8f8e0b77a33d544750602ce9a0a7c1095;10024034;Script Supermarket;G3;816-455-8733;Não informado
3a36df1732f72c5ee722620b1c25d4aca9259c965eb52da48cc0ded827b66e90;10027053;YourFuture Shop;G2;816-455-8733;Não informado
7afff00d61a0482362ab12af8467af788a8c5ded4c2a5716df31aebcaa4aaf76;10005861;Big Supermarket;G1;816-455-8733;M1
0a5e950caa0dee2f97bc65aee22ddc4de2973fc2a51eb8b24abc3ca18a1b63f6;10022962;Reflex Store;G1;816-455-8733;M1
35fc8e1b642dd663fd56b9c41fa9d98c5981ba1b1da3f023441b7cff05f56865;10012715;Fokas Midstore;G2;816-455-8733;M1
148651afcb079412fe7be6afb28c1878e1f42676e294c6a34b9f0fbaf3d78dbd;10021422;PAP Supermarket;G2;816-455-8733;Não informado
43a04737e6f3ef155afbeff193454710a320cbc58f15041fc2fc3eef01cb7dcb;10002765;Active Store;G2;816-455-8733;Não informado
d3ffe16c800368f1a15d4aca4784cb8c2ea23930937d35284faff5354b967b71;10000460;Meals Market;G2;816-455-8733;Não informado
ea1f0da7358fa84ddbe5cc1f6cd63aed8391460aaacfe0c8076ca15ef3bd136c;10024016;Screen Supermarket;G1;816-455-8733;M1
b71b73e82484fdd2c8587fd1a232ab420eb20d288ff5938173c1c63fff22b921;10025758;UTStarGate Shop;G2;816-455-8733;Não informado
9663d4fc5b2f665372ebd680a0713c04d916478440132ce1e3238b88acf27a6c;10025062;TargetedListings Shop;G2;816-455-8733;Não informado
3ca9405dd0034d12f879cb3a32e58de9cd05fccdacef7da18b115698953fb394;10020962;Output Supermarket;G2;816-455-8733;Não informado
af692d9dbd73eecd5b452451d5efab476f03d81cc0cb84c0d6135eb3560ab074;10023759;SASCO Store;G2;816-455-8733;Não informado
d5178dc75a25122ea3a02a241f5d214900cff1f037ad4c63cf4f0e2b25d84d8c;10026081;Ventana Maxistore;G1;816-455-8733;Não informado
4369792f5ffc650e8f86017a3c6b6c65f37e51a99eacb5f6a6bde235c318b066;10002240;ACS Shop;G2;816-455-8733;Não informado
f21404c2239b576e53bfb0770ec1ad6cb7f5beda6a8268ac0f1cd6e3c2357b41;10010897;Edify Shop;G2;816-455-8733;Não informado
db906a3c814e8d02f63ae3f821d6cd1fd4dd0d80ca1d47391fc68c8f270bbfd0;10011997;Fibronics Shop;G2;816-455-8733;Não informado
49fdceca44311a300c476e3e1caeae87da83a23e3fa0fb49933f02a66a5d7083;10005688;Bien Supermarket;G2;816-455-8733;Não informado
a4deee01e2dafe736782ad40ab9388ffe6f222edf839229f3aa3851a3d95bae0;10021996;Pinnacle Supermarket;G2;816-455-8733;M1
4e3ed09e5a3edab96894d78ebe0a0ce7fa565373f99b790e10715440a786de2e;10015253;Hekimian Store;G3;816-455-8733;Não informado
67649874b3997bd8cf0963bc516912a745e33f6406349d7674451c593b3e86dd;10021411;Panix Shop;G2;816-455-8733;Não informado
9bcd94f78500bd1f863dc74006fd97c23a9335293b6e10360423dc9cda68baf0;10002489;ACT Supermarket;G2;816-455-8733;Não informado
60d02e1e256f800b778eb8a0a0ec1827c182587799a1d387262d33cc296d0838;10002128;Access Store;G1;816-455-8733;M1
1a35642b79e78ba851cd0c2c3c281b5ea8e8d77c33aa948105cd23b77fae8dda;10012851;Gailey Market;G2;816-455-8733;Não informado
33095db2edeee8b36ca38d88e6bddc0a0456db4a680f61559549a23a034ed8fe;10026348;WDND Shop;G2;816-455-8733;Não informado
951e8116c556f6312678cc9acf8b4a6ac5089a12262ae4bb1371fb270214340f;10027583;zNET Shop;G2;816-455-8733;Não informado
6c074540512348012ad52845128d44734a4e8af3593e6b9128f63fe7a40c6575;10021286;PagePoint Shop;G2;816-455-8733;Não informado
e02bf79020ce87ec449807fbdbd2fc45e8d230c9cf21a80afcaeda1410786f20;10007253;C3 Supermarket;G2;816-455-8733;Não informado
73b2afcb6a333b28d9d9d183a0e3b910ac1a8be933d7836b53ad792b6521e199;10013574;Gebbie Store;G2;816-455-8733;Não informado
d63fbae0ad634d80d80d3e3a7b6fec45a43b09d5e0b68a4ad005e305f8da524e;10026438;PLAINFIELD Market;G1;816-455-8733;M1
11cad8c47a1df51abdb39db6eb5b8f43b646d355cbef79c1cd19e63013f95f6a;10025034;Talou Shop;G2;816-455-8733;Não informado
39c4099bffdbc3113e59385bb1f2d61515891edd91563df589089a12b383783c;10009642;David Store;G2;816-455-8733;Não informado
c5dc7d5da9f551f687bd86eb0031355cb762677a14ba1f27045ffb6d1248cc23;10000457;A&G Shop;G1;816-455-8733;Não informado
56527e2e53d43724abdf129cf120bcd277427e1839922f608f029cb867d090b2;10015011;Hederman Supermarket;G1;816-455-8733;M1
f078ee1733ffb6195957f616bff19c770993de4a2cb3a35ef3d11e555ec07ab3;10007355;CAF Market;G2;816-455-8733;Não informado
41381699301a0f7ba7aff93fea6c81ab2d734172ce71342c0f8df628033776d4;10023511;Sage Supermarket;G1;816-455-8733;Não informado
5d6cffea5210cba655b70b7b40cd057d7e8f094d5997c215e1399c3b39d1b0d1;10016807;Ibis Shop;G2;816-455-8733;M1
4b380363ac004b9a68f7ea55a8198b9fac4d6b7dfc7720fdd987489720619559;10025302;U.S. Market;G2;816-455-8733;Não informado
c764c9f80acb9e9bccedb5b7fa73cb00c1a29bbdd43e3230fa98714ad08d6a80;10023780;SAT-SAGEM Supermarket;G1;816-455-8733;M1
732753d1bd5a5423c8bc1513b6394754968f3ecf78986abbcf00f8a748b9bb71;10021986;Pinnacle Supermarket;G2;816-455-8733;Não informado
46edb0f7226ec078b5f8cd0de5defb8ec2c7ef7c83e4a078d175a9a5300f2f87;10007591;ComeStore;G1;816-455-8733;M1
15949e481c22ffb069fc8e5654fcb1fed0e6cb4cd2ca860f86f78f92a16f4518;10026006;Vector USA;G3;816-455-8733;Não informado
97751ce84cf0ca1dd02336cdbe004af3b0941d9ac611c0b721ed40734fc07abe;10008593;Capitola Market;G2;816-455-8733;Não informado
288747ecba713531cffcd2f9ec99aa09921903ddb5b167f6039f19faeccb42eb;10013397;G-Com Supermarket;G2;816-455-8733;Não informado
f882ab486fcf06c331a915ee704104247ca9b4fd2158235f9e81c810c1c7adcb;10009669;De Store;G2;816-455-8733;Não informado
0e9a8220725b0ca935e1dbc7ee6638f86762ac1633443727021abc0ba62c5dfb;10002149;AccuLAN Shop;G2;816-455-8733;Não informado
4474003221c582e1f9e184d06c4bc6b485e0399ced170bb15cb068a0badb587f;10008602;Caprica Supermarket;G2;816-455-8733;Não informado
3068acf6899ddf918166ed86efb6bb7fd44252c9fdbfb3c49a3213956f36f71d;10007309;Cadtex Shop;G1;816-455-8733;M1
6137bcd603f8e6471f0c976fdd9645480ca5c9fbf79585dae1e487a6643188a3;10023275;RFI Superstore;G2;816-455-8733;Não informado
92beb91f7ff7efa8040bc65396df9cfb7f8d16a397c9adda6e14a8c97da5c0a9;10010923;Edmark Shop;G1;816-455-8733;Não informado
6185ee4f4ea55b13d071b0794166d06236544ac28e872f21dfed707f89659b16;10002161;ACME Maxiplace;G2;816-455-8733;Não informado
814ee89c199788ce87e882efe37064816e9e314c61f8691df8ae1889a4c3a0d2;10021494;Paraclipse Shop;G2;816-455-8733;Não informado
4d3d2c5ec15d8cce3612c7e2a2524ddf976093e6b5d49690163d2a3bcc0668d3;10009633;Dan Store;G2;816-455-8733;Não informado
23079071270a1374693b0b3555bb39648a2508ea2978f6402288cd8d5f7d8354;10006848;BizNet Supermarket;G2;816-455-8733;Não informado
ad958f0c674b00f6b73fbb87dede6d407d4236a97cc058db5e9d324a00425ab6;10020849;OnDeck Store;G2;816-455-8733;Não informado
dfeb0d4fbb4f6e51cb4294016d3a48214cf28dca3decc3503b72392d15d8b3cc;10018623;K&M Supermarket;G2;816-455-8733;Não informado
f8fa847cd7ba86af7ffaf68f5a5ea2521900cc8086cdc213e12c6e768ff52d00;10020390;Miles Supermarket;G2;816-455-8733;Não informado
acf1aac578a56eb4234f3173318f00f370f3ad676d72ab69cde4e45022337c86;10006805;Bitstream Shop;G1;816-455-8733;Não informado
e3cc9513dcf3853e6b40632aba42216be3d3ff64e4bce10d718f81817040bda2;10023785;Satyam Shop;G2;816-455-8733;Não informado
6eba5d29d48ee50adcfff21096887d3dd95f20f3c09885eb8735d3a7e086efd9;10021006;Overdreams Shop;G2;816-455-8733;Não informado
80561c7397c41f45e07587c88c12d514f2e274d614be2d0fd70ba75e282abc6e;10000497;Abplus Shop;G1;816-455-8733;Não informado
f5ca107262dda7148209a1a7bfc659a505f725b4342bdb75bc526b7d1da13b55;10020927;Outbreak Shop;G2;816-455-8733;Não informado
34e5589106d3e7ad8560fcd4ea5ac2fa57d5b58bd10fe6d6e8242755e1347f2f;10010912;edit.nl Shop;G2;816-455-8733;M1
e3c7980278162850f0b0e5b6dcdb545589cdb0e06dc456f366b8ec0612da7767;10011600;FCS Shop;G2;816-455-8733;Não informado
e268accc5fc7b0b9c38dfafc7a4fe4e59555088f8e11fa88400ef208837fb740;10020915;Ottercom Shop;G2;816-455-8733;Não informado
7b50db77d51f5451708a2cc6bf787c26b165e9b58d44056c4c2f1c88d7f47b37;10021297;PageSites Shop;G2;816-455-8733;Não informado
79a2758599839a93886692ab8c6b6ab9d5f0d5d114781abe3023032388267e66;10025158;Taskers Supermarket;G1;816-455-8733;M1
3ff871f497ad0f71da2f3b44b95524f5aa9f944c8e083d4d3c6f2c600bef76ea;10023793;Savetz Store;G2;816-455-8733;Não informado
fd0221b287a3130d00d4f58029183d835479627862110726235d080e701eb922;10021911;PING Shop;G1;816-455-8733;M1
f14c6b69a648c2ee0adc076c0133147065032853d74c3bb3e1d4e701715a0d8e;10017290;Id Shop;G1;816-455-8733;M1
3f538d16a35f806b2d2473a852916be3ed561a981367395d9fb03930ac66ab80;10026334;Wayne's Market;G2;816-455-8733;Não informado
9afd003561e74d4fb65309b2ce5e829d1036bd856903cecc959825437680afc7;10022444;R.J. Market;G2;816-455-8733;Não informado
67b1b949101da7baa6ff1f12b17513576c5d795cd620ed03d9f5e0377b6d81c1;10025242;Teamsolve Shop;G1;816-455-8733;Não informado
1f38d300b586779e7438e550f77abb6e385c09e7262a2704bbc8d2546d24d26a;10000473;Aaron Supermarket;G2;816-455-8733;Não informado
